"","Price","Model_Year","Mileage","Exterior_Color","Make","Type","Feedback_Perc","N_Reviews","Seller_Status","Auction","Buy_Now","num_pos_words","uses_excl","all_caps","has_warranty","review_polarity","review_positivity","New"
"1751",2981.76,2013,4788,"black","Suzuki","Naked",100,12,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"663",4192.45,2012,11206,"red","Harley-Davidson","Touring",100,8,"Private Seller",TRUE,FALSE,1,FALSE,0,FALSE,1,0.9,FALSE
"1888",2705.75,2005,29011,"grey","Honda","Cruiser",100,87,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"3190",21813.64,1972,3380,"orange","Other","Other",100,526,"Owner",FALSE,TRUE,0,FALSE,0,FALSE,0.375,0.75,FALSE
"1966",433.03,2008,19875,"other","Harley-Davidson","Gasoline",100,232,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0,TRUE
"2794",27722.52,2009,8419,"red","Harley-Davidson","Gasoline",100,14,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"2163",745.88,2016,6717,"black","Kawasaki","Standard",100,1978,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"1543",3682.51,2006,8508,"red","Kawasaki","Standard",100,887,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"4590",10671.88,2016,900,"blue","Harley-Davidson","Gasoline",50,397,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"718",3158.73,2003,25000,"blue","BMW","Touring",7.9,1191,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"2087",3413.73,1970,835,"other","Honda","Dual-Purpose",100,200,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"1061",11865.56,2010,35467,"red","Harley-Davidson","Touring",100,1,"other",FALSE,TRUE,1,FALSE,0,TRUE,0.476666667,0.91,FALSE
"2155",2580.58,1984,31000,"grey","Honda","Touring",100,449,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"667",12519.97,1999,12130,"other","Harley-Davidson","Touring",100,871,"Owner",TRUE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"4748",3182.9,2002,5433,"black","Suzuki","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"4696",25328.6,2017,4,"red","Indian","Gasoline",100,501,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,TRUE
"2363",1190.58,2004,31000,"grey","Kawasaki","Cruiser",100,36,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"3032",9226.57,2006,8459,"white","Harley-Davidson","Gasoline",100,532,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"2434",10884.5,2003,6310,"white","Suzuki","Sport Bike",100,79,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"546",5652.07,2005,19795,"grey","Harley-Davidson","Cruiser",100,38,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"1243",12070.57,2013,4029,"black","Kawasaki","Touring",100,129,"other",FALSE,TRUE,1,FALSE,0,TRUE,-0.046875,0.525,FALSE
"2501",5980.49,2012,384,"grey","Kawasaki","Cruiser",100,59,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"4697",20128.91,2012,11041,"white","Harley-Davidson","Standard",6.4,992,"Private Seller",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"2627",7213.91,2003,29114,"black","Harley-Davidson","Gasoline",100,532,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"1393",4183,2008,19925,"blue","BMW","Touring",99,1135,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"3955",5376.27,2007,20595,"other","Victory","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"3527",7594.42,2014,7029,"black","Harley-Davidson","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"827",13911.8,2010,20333,"black","Harley-Davidson","Cruiser",100,22,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"323",15581.53,2006,42054,"black","Harley-Davidson","Touring",96,210,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"3788",28131.57,2015,3668,"black","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0,FALSE
"3109",10244.35,2013,5740,"black","Other","Sport Bike",100,152,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"849",31800.3,2013,9600,"other","Harley-Davidson","Touring",100,260,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"5028",28374.5,2017,7,"red","Ducati","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,TRUE
"1909",18629.01,2015,1139,"red","Indian","Touring",100,960,"other",FALSE,TRUE,2,FALSE,0,TRUE,0.302910053,0.572486772,FALSE
"847",4046.01,2003,40100,"black","Harley-Davidson","Touring",100,64,"Owner",TRUE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"1493",5403.24,2013,34100,"white","BMW","Dual-Purpose",100,497,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0.45,0.6,FALSE
"961",5913.47,2009,5260,"black","Harley-Davidson","Cruiser",100,3,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.166666667,0.6,FALSE
"1285",1548.84,1987,15000,"red","Honda","Touring",100,189,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"906",8673.14,2010,46000,"black","Harley-Davidson","Touring",100,24,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0,0,FALSE
"2384",1620.19,2015,3234,"black","Ducati","Sport Bike",100,117,"other",TRUE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"3859",25754.32,2016,5076,"black","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0,FALSE
"139",27714.84,2017,351,"white","Harley-Davidson","Touring",100,762,"other",FALSE,TRUE,0,FALSE,0,TRUE,0.185714286,0.29047619,FALSE
"2632",11994.22,2011,11826,"red","Ducati","Sport Bike",100,560,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"4403",9750.5,2007,15516,"black","Harley-Davidson","Cruiser",100,189,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"1862",4958.18,1973,1473,"orange","Honda","Other",100,444,"Private Seller",TRUE,FALSE,1,FALSE,1,FALSE,0.91,0.78,FALSE
"692",41105.97,2012,7101,"blue","Honda","Touring",100,1645,"other",FALSE,TRUE,3,FALSE,0,TRUE,0.209090909,0.70530303,FALSE
"1103",3444.88,1997,8200,"red","Harley-Davidson","Cruiser",100,397,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"1128",1552.47,2008,2844,"black","Yamaha","Cruiser",100,193,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"5076",25844.5,2017,0,"grey","Ducati","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,TRUE
"4900",12097.9,2016,0,"white","Triumph","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,TRUE
"1629",2663.99,2009,1710,"red","Kawasaki","Dual-Purpose",100,2246,"other",TRUE,FALSE,0,FALSE,0,FALSE,0.391666667,0.833333333,FALSE
"2524",14759.88,2013,3684,"red","Ducati","Naked",100,406,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"3400",10340.83,2013,7382,"black","BMW","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"494",12007.29,2011,3200,"green","Harley-Davidson","Other",100,83,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"592",4192.45,2012,11206,"red","Harley-Davidson","Touring",100,8,"Private Seller",TRUE,FALSE,1,FALSE,0,FALSE,1,0.9,FALSE
"251",19033.71,2009,8338,"black","Harley-Davidson","Touring",100,253,"other",TRUE,TRUE,1,FALSE,0,FALSE,0,0,FALSE
"4632",6817.9,2016,76,"black","Harley-Davidson","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"3358",76390.6,2017,22,"orange","Other","Gasoline",100,1765,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"472",11351.37,2012,11214,"red","Harley-Davidson","Cruiser",100,2250,"other",FALSE,TRUE,3,TRUE,0,FALSE,0.529090909,0.738636364,FALSE
"2294",2245.07,2005,697,"black","Honda","Cruiser",100,275,"Private Seller",TRUE,TRUE,1,FALSE,0,FALSE,0.193181818,0.602272727,FALSE
"1865",16.57,2014,1,"grey","Yamaha","Cruiser",100,2246,"other",TRUE,TRUE,0,FALSE,0,TRUE,0,0,TRUE
"4934",9897.9,2016,0,"red","Triumph","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,TRUE
"876",4168,2007,26900,"white","Honda","Cruiser",100,43,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"4049",17510.62,2015,2945,"other","BMW","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"340",16353.4,2009,28563,"other","Harley-Davidson","Touring",8.9,840,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"1988",5391.64,2007,3967,"red","Honda","Sport Bike",100,9,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"701",8799,2016,26,"red","Harley-Davidson","Touring",100,12,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0,TRUE
"960",21895.8,2013,1200,"other","Harley-Davidson","Cruiser",100,160,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"5141",16066.55,2015,20849,"black","Harley-Davidson","Touring",100,168,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"2454",3733.94,2007,13300,"black","Yamaha","Cruiser",100,34,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"1754",10962.5,2003,879,"black","Indian","Cruiser",100,6,"Private Seller",TRUE,FALSE,1,FALSE,0,FALSE,0.311111111,0.522222222,FALSE
"4813",28114.9,2017,0,"orange","Other","Gasoline",100,60,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,TRUE
"3099",16236.25,2015,13033,"black","Harley-Davidson","Gasoline",100,532,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"3300",7729.24,2014,1765,"white","Can-Am","Standard",100,1978,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"1548",2654.26,2001,26140,"green","Kawasaki","Sport Bike",100,309,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.244166667,0.770833333,FALSE
"2009",11030.17,2007,77851,"blue","Harley-Davidson","Touring",100,1342,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"4241",25861,2017,0,"white","BMW","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,TRUE
"4729",18278.17,2013,39076,"other","Harley-Davidson","Gasoline",50,397,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"4028",6819.99,2005,43702,"other","Yamaha","Standard",86,41,"other",FALSE,TRUE,1,FALSE,0,FALSE,1,1,FALSE
"3878",26889.1,2017,1,"black","Can-Am","Standard",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,TRUE
"4969",24653.07,2016,11887,"black","Harley-Davidson","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"3778",9004.36,2006,18283,"blue","Harley-Davidson","Gasoline",100,220,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"4886",19412.27,2013,21780,"black","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0,FALSE
"1451",15180,2017,2,"black","BMW","Other",100,446,"other",TRUE,FALSE,0,FALSE,0,TRUE,0,0,TRUE
"1973",12618.23,2014,2055,"black","Indian","Cruiser",100,46,"other",TRUE,FALSE,0,FALSE,0,FALSE,0.6,0.75,FALSE
"4022",11534.04,2014,0,"green","Kawasaki","Off-Road",86,41,"other",FALSE,TRUE,0,FALSE,0,FALSE,0.8,0.75,FALSE
"1796",10901.07,2014,10857,"red","Yamaha","Sport Bike",100,9,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"2873",9689.88,1973,500,"other","Other","Trike",100,550,"Private Seller",TRUE,FALSE,1,FALSE,0,FALSE,1,1,FALSE
"5281",6609.31,2013,5821,"black","Suzuki","Standard",4.7,12409,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"4892",19871.5,2017,0,"white","BMW","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,TRUE
"871",14988.54,2016,736,"black","Harley-Davidson","Cruiser",100,297819,"other",FALSE,TRUE,2,FALSE,0,TRUE,0.378787879,0.818181818,FALSE
"1895",2851.95,2009,15607,"blue","Kawasaki","Sport Bike",100,832,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"3341",17593.5,2016,0,"white","Ducati","Gasoline",100,246,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0,TRUE
"5035",21439,2017,7,"red","BMW","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,TRUE
"1818",2024.74,2017,1,"blue","Other","Dual-Purpose",9.5,1914,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0,TRUE
"3581",4257.18,2004,39417,"other","Kawasaki","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"2393",7929.42,2008,3860,"white","Ducati","Sport Bike",100,11,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"3870",18320.87,2005,3021,"other","Harley-Davidson","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"2058",2384.87,1983,35000,"red","Honda","Sport Bike",100,14,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"4836",21920.52,2016,1031,"grey","Harley-Davidson","Gasoline",50,397,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"1391",1506.34,2017,1,"blue","Other","Off-Road",9.5,1914,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0,TRUE
"405",12883.44,2013,7019,"black","Harley-Davidson","Cruiser",100,238,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"4367",5370.87,2004,26989,"black","Suzuki","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"2319",5985.85,2016,500,"green","Kawasaki","Off-Road",100,1737,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"1360",23527.2,2016,19536,"red","Harley-Davidson","Touring",100,90,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0,FALSE
"2882",12426.81,2015,5400,"red","Ducati","Other",100,37,"Private Seller",FALSE,TRUE,2,FALSE,0,FALSE,0.318181818,0.477272727,FALSE
"4116",13979.56,2013,9266,"black","Honda","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"350",9530.68,2014,8500,"black","Harley-Davidson","Cruiser",100,15,"Private Seller",TRUE,TRUE,1,TRUE,0,FALSE,1,0.78,FALSE
"3456",7237.23,2005,30549,"blue","Harley-Davidson","Gasoline",100,60,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"2275",3414.24,2002,1951,"green","Kawasaki","Dual-Purpose",100,68,"Owner",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"2756",2589.88,1982,8200,"red","Suzuki","Sport Bike",100,551,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"4560",22326.76,2010,24682,"white","Harley-Davidson","Gasoline",50,397,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"1130",31575.61,2014,16433,"blue","Harley-Davidson","Gasoline",100,334,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0,FALSE
"1087",880.85,1984,4350,"red","Honda","Dual-Purpose",100,197,"Private Seller",TRUE,FALSE,1,FALSE,0,FALSE,0.346666667,0.486666667,FALSE
"4930",15397.9,2016,0,"green","Triumph","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,TRUE
"1633",17487.59,2015,29459,"black","Honda","Touring",100,505,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"4244",6747.36,2013,575,"black","Yamaha","Gasoline",100,152,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"2414",108,2015,0,"yellow","Suzuki","Gasoline",100,28,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"2103",3312.28,2008,2900,"other","Other","Scooter",100,4,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"2760",15826.73,2006,25000,"blue","Other","Touring",100,278,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"1135",4921.54,2013,1894,"red","Honda","Standard",100,176,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"5156",20898.9,2017,3,"blue","Indian","Gasoline",100,312,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,TRUE
"3904",17101.64,2017,300,"grey","Yamaha","Sport Bike",100,1354,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0,TRUE
"4073",11981.48,2009,16357,"red","Harley-Davidson","Gasoline",100,220,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"555",9704.17,1998,29244,"white","Harley-Davidson","Cruiser",100,69,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"720",7579.75,2005,15141,"grey","BMW","Touring",100,55,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"702",21329.31,2007,23600,"black","Harley-Davidson","Touring",100,395,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"2474",1036.9,2007,18215,"black","Suzuki","Standard",100,1978,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"756",16440.39,2015,260,"white","Harley-Davidson","Cruiser",100,194,"Private Seller",FALSE,TRUE,0,FALSE,0,TRUE,0,0,FALSE
"1699",363.99,1970,9905,"red","Honda","Standard",100,246,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"1520",5907.92,2000,49436,"black","Harley-Davidson","Custom",100,1205,"Private Seller",TRUE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"3219",14175.63,2013,37691,"black","Harley-Davidson","Gasoline",100,501,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"902",16952.84,2011,10000,"black","Harley-Davidson","Touring",100,2620,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.123611111,0.584722222,FALSE
"4659",10367.35,2012,1280,"green","Yamaha","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"4382",26026,2017,7,"red","BMW","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,TRUE
"4604",12388.84,2008,16588,"other","Harley-Davidson","Gasoline",8.8,450,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"5212",7093.11,2012,35906,"blue","Harley-Davidson","Standard",4.7,12409,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"3810",11445.09,2013,14493,"other","Ducati","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"55",10762.34,2003,21300,"black","Harley-Davidson","Touring",100,381,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"4583",10394,2016,51,"other","Harley-Davidson","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"1738",15836.36,2016,0,"white","Kawasaki","Touring",100,903,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0,TRUE
"3644",10149.1,2017,1,"red","Yamaha","Standard",80,375,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,TRUE
"3863",11437.71,2010,16636,"other","Victory","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"3438",11731.02,2012,4440,"black","Harley-Davidson","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"2403",18039.65,2007,3800,"black","Other","Custom",100,67,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,-0.125,0.2,FALSE
"5103",27647.4,2017,0,"blue","Can-Am","Gasoline",100,60,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,TRUE
"3382",4285.22,2008,6623,"red","Kawasaki","Gasoline",100,532,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"4004",6793.65,2009,7801,"black","Suzuki","Sport Bike",100,83,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0.9,0.525,FALSE
"5118",15173.5,2016,7,"red","Ducati","Gasoline",100,161,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,TRUE
"2497",10805.84,2014,2480,"black","Triumph","Touring",100,460,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"695",16895.53,2008,4089,"other","Harley-Davidson","Touring",100,17,"Private Seller",FALSE,TRUE,2,FALSE,0,FALSE,0.462916667,0.915,FALSE
"1671",18175.08,2017,36,"black","Indian","Cruiser",100,10,"other",TRUE,FALSE,0,FALSE,0,TRUE,0,0,TRUE
"414",20336,2003,50,"other","Harley-Davidson","Touring",100,682,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"4529",9791.76,2012,16548,"red","Kawasaki","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"4072",4989,2016,0,"black","Can-Am","Gasoline",50,335,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0,TRUE
"4270",6445.79,1992,30076,"black","Harley-Davidson","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"4541",9244.87,2015,14233,"blue","Suzuki","Gasoline",100,1452,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"351",31793.52,2009,8500,"black","Harley-Davidson","Touring",100,123,"Private Seller",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"1834",3161.12,2005,97576,"other","BMW","Touring",100,825,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"2603",30.37,2016,2931,"other","Harley-Davidson","Gasoline",100,28,"other",TRUE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"509",5852.25,2014,4726,"orange","Harley-Davidson","Cruiser",9.8,9355,"other",FALSE,TRUE,0,FALSE,0,FALSE,-0.291666667,0.541666667,FALSE
"3888",581.77,2016,2045,"black","Harley-Davidson","Gasoline",100,4,"other",TRUE,FALSE,0,FALSE,0,TRUE,0,0,FALSE
"3586",7772.87,2006,19406,"black","Other","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0,FALSE
"2331",3093.22,2007,24000,"grey","Honda","Cruiser",100,12,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,0.7,0.6,FALSE
"201",38805.34,2000,111111,"other","Harley-Davidson","Other",9.8,3280,"other",FALSE,TRUE,0,TRUE,0,FALSE,0,1,FALSE
"5125",5686.74,2015,999999,"blue","Yamaha","Standard",100,1978,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"2420",3861.93,2007,24000,"red","Kawasaki","Cruiser",100,352,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0.35,0.65,FALSE
"2945",22331.76,2017,36,"orange","Ural","Dual-Purpose",100,274,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0,TRUE
"1276",9573.85,2010,11218,"black","Harley-Davidson","Cruiser",100,297819,"other",FALSE,TRUE,2,FALSE,0,FALSE,0.622222222,0.683333333,FALSE
"2043",8012.39,2013,6638,"blue","Suzuki","Sport Bike",8.8,101,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"1770",4271.46,2004,28400,"blue","Honda","Other",100,836,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"4558",3927.9,2009,6700,"orange","Kawasaki","Standard",6.4,992,"Private Seller",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"597",6812.14,2014,2,"other","Honda","Cruiser",9.9,32557,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0,TRUE
"338",1600.15,1979,99999,"black","Kawasaki","Standard",9.9,42714,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"4661",10303.22,2004,4000,"black","Other","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0,FALSE
"2134",2214.61,2001,12644,"white","Honda","Cruiser",100,73,"Owner",TRUE,FALSE,1,FALSE,0,FALSE,0.91,0.78,FALSE
"5255",4850.18,2006,32267,"blue","Harley-Davidson","Standard",4.7,12409,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"821",54.48,2016,1905,"other","Harley-Davidson","Touring",100,117,"other",TRUE,TRUE,0,FALSE,0,TRUE,0,0,FALSE
"262",23559.8,2016,750,"grey","Harley-Davidson","Cruiser",100,560,"Private Seller",TRUE,FALSE,0,FALSE,0,TRUE,0,0,FALSE
"3176",4077.18,2012,3990,"red","Yamaha","Gasoline",100,532,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"2785",21905.02,2016,7030,"other","Harley-Davidson","Gasoline",100,532,"other",FALSE,TRUE,0,FALSE,0,FALSE,0,0,FALSE
"2907",47727.19,2014,4376,"red","Other","Sport Bike",100,122,"other",FALSE,TRUE,1,FALSE,0,FALSE,0.266666667,0.5,FALSE
"313",1313.78,2002,33000,"black","Honda","Cruiser",100,247,"Private Seller",TRUE,FALSE,2,FALSE,0,FALSE,0.476666667,0.91,FALSE
"781",7265.34,2016,0,"black","Yamaha","Sport Bike",9.2,5605,"other",FALSE,TRUE,0,FALSE,0,TRUE,0,0,TRUE
"2288",1072.18,2015,2648,"yellow","Suzuki","Dual-Purpose",100,987,"Private Seller",TRUE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"10",3593.96,2000,57898,"red","Harley-Davidson","Cruiser",100,10701,"other",TRUE,FALSE,1,FALSE,0,FALSE,0.14,0.296666667,FALSE
"5187",17066.92,2014,1617,"black","Harley-Davidson","Gasoline",100,4,"other",FALSE,FALSE,0,FALSE,0,TRUE,0,0,FALSE
"1255",722.36,1981,17165,"blue","Honda","Naked",100,144,"Private Seller",TRUE,FALSE,1,FALSE,1,FALSE,0.6875,0.875,FALSE
"4521",5113.53,2009,14005,"red","Other","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"3449",11408.6,2015,3790,"other","Harley-Davidson","Gasoline",100,532,"other",FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE
"784",5734.42,1998,44900,"black","Harley-Davidson","Custom",100,10880,"Private Seller",FALSE,TRUE,1,FALSE,0,FALSE,1,1,FALSE
